path,split
"madang5/heungboga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/10-jangyeonchan-heungboga_heungbo jebi guhaneunde.csv",train
"madang5/heungboga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/11-jangyeonchan-heungboga_jebijeomgo.csv",train
"madang5/heungboga/jeonjeongmin/pan-sim-019 hangugui jeontongeumak pansori,danga/05-jeonjeongmin-danga_sacheolga.csv",train
"madang5/heungboga/jeonjeongmin/pan-sim-019 hangugui jeontongeumak pansori,danga/06-jeonjeongmin-pansori heungboga jung_heungbo maepumpalreo ganeun daemok.csv",train
"madang5/heungboga/jeonjeongmin/pan-sim-019 hangugui jeontongeumak pansori,danga/07-jeonjeongmin-pansori heungboga jung_nolbojip bap bilreo ganeun daemok.csv",test
"madang5/heungboga/jeonjeongmin/pan-sim-019 hangugui jeontongeumak pansori,danga/08-jeonjeongmin-pansori heungboga jung_ganantaryeong.csv",train
madang5/heungboga/ojeongsuk/pan-0-002 `93 iryo myeongin myeongchangjeon 5 ojeongsuk pansori(silhwang)/01-ojeongsuk-heungboga_baktaryeong daemok.csv,train
madang5/heungboga/ojeongsuk/pan-0-025 deugeum Vol.1 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok1/01-ojeongsuk-heungboga_heungbo baktaneunde.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/01-ojeongsuk-danga_baekbalga.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/02-ojeongsuk-heungboga_nolbo simsul.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/03-ojeongsuk-heungboga_nolbo heungboreul nae jjocheum.csv,test
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/04-ojeongsuk-heungboga_heungbo gananhage sam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/05-ojeongsuk-heungboga_hwanja eodeureo eupnaee gam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/06-ojeongsuk-heungboga_maepumeul palreo byeongyeonge gam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/07-ojeongsuk-heungboga_nolbo jibe geonneogam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD1/08-ojeongsuk-heungboga_heungbo nolboege eodeo majeum.csv,valid
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD2/01-ojeongsuk-heungboga_heungbo salril jungi naeryeoom.csv,test
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD2/02-ojeongsuk-heungboga_jebi darireul gochyeojum.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD2/03-ojeongsuk-heungboga_jebi nojeonggi.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD2/04-ojeongsuk-heungboga_bakssireul simeotdeoni jal jaram.csv,valid
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD2/05-ojeongsuk-heungboga_cheotjjae bageul tam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD2/06-ojeongsuk-heungboga_ssalgwa doni mani naom.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD3/01-ojeongsuk-heungboga_duljjae bageul tam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD3/02-ojeongsuk-heungboga_ongat bidani naom.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD3/03-ojeongsuk-heungboga_setjjae bageseo yanggwibiga naom.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD3/04-ojeongsuk-heungboga_setjjae bageseo saramdeuri nawa jibeul jieojum.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD3/05-ojeongsuk-heungboga_nolboga heungbojibeul chajagam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD3/06-ojeongsuk-heungboga_nolbo hwachojangeul eodeo doraom.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/01-ojeongsuk-heungboga_nolbo jebi darireul bureotteurim.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/02-ojeongsuk-heungboga_nolbo jebiga bakssireul mureoda jum.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/03-ojeongsuk-heungboga_cheotjjae bageul tam.csv,train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/04-ojeongsuk-heungboga_noini nawa honi nam.csv,test
"madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/05-ojeongsuk-heungboga_duljae bageseo sangyeokkundeuri naogo, netjjae bageun naedeonjini doni nawa saramdeuri juwo gabeorim.csv",train
"madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/06-ojeongsuk-heungboga_daseotjjae tongeseo sadangpae,soldaepae deungi naom.csv",train
madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/07-ojeongsuk-heungboga_yeoseotjjae tongi jeojeolro beoreojimyeo galseoripaewa choranipaega naom.csv,train
"madang5/heungboga/ojeongsuk/pan-heung-015 ojeongsuk pansori daseotmadang heungboga/pan-heung-015 ojeongsuk pansori daseotmadang heungboga CD4/08-ojeongsuk-heungboga_majimak tongeseo jangbiga nawa honi nago,gaegwacheonseonham.csv",train
"madang5/heungboga/seongchangsun/pan-heung-014 pansori heungboga/01-seongchangsun(chang),gimdeuksu(gosu)-heungboga.csv",train
madang5/heungboga/seonguhyang/pan-0-020 seongchangsun pansori moeum/02-seongchangsun-heungboga(baktaryeong).csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/01-seonguhyang-heungboga_choip~nolbo simsultaryeong.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/02-seonguhyang-heungboga_heungbo jjotgyeo naneun de.csv,valid
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/03-seonguhyang-heungboga_heungbo manura tansik.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/04-seonguhyang-heungboga_heungboga hwanjaseomeul eodeureo hobangeul chajagatdaga datnyangeul bada gwiga.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/05-seonguhyang-heungboga_heungbo maepum palreogatdaga gwiga.csv,test
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/06-seonguhyang-heungboga_heungboga nolbuege goksigeul eodeureo gatdaga gwiga.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/07-seonguhyang-heungboga_doseungi heungboege jipteoreul jabajuneun de.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/08-seonguhyang-heungboga_heungboga bureojin jebi darireul gochyeojuneun de.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-012 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD1/09-seonguhyang-heungboga_heungbo jebinojeonggi.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/01-seonguhyang-heungboga_ganantaryeong~dontaryeong.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/02-seonguhyang-heungboga_bidantaryeong.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/03-seonguhyang-heungboga_heungbojip jitneun de.csv,valid
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/04-seonguhyang-heungboga_nolboga heungbojibeul chajaganeun de.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/05-seonguhyang-heungboga_hwachojangtaryeong.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/06-seonguhyang-heungboga_jebi hurireo naganeun de.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/07-seonguhyang-heungboga_nolboga jebi darireul bureotteurigo gochyeojuneun de.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/08-seonguhyang-heungboga_nolbo jebinojeonggi.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/09-seonguhyang-heungboga_nolbo jebiga nolboege boksu bakssireul mureoda juneun de~bagi jarananeun de.csv,test
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/10-seonguhyang-heungboga_nolboui cheotbeonjjae bageseo han noin naoneun de.csv,train
madang5/heungboga/seonguhyang/pan-heung-012-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang/pan-heung-013 seonguhyang heungboga 1977nyeon gongyeonsilhwang CD2/11-seonguhyang-heungboga_nolboui nameoji bageseo namsadangpaewa jangbi deungi naoneun de~kkeut.csv,train
madang5/heungboga/songmangap/pan-chun-038 pansori5myeongchang/07-songmangap-baktaryeong(heungbogajung).csv,valid
madang5/heungboga/songmangap/songmangap songgideok(1913)-seonyeongakhoe/Nip6107-baktaryeong-songmangap-(seonyeongakhoe).csv,train
madang5/heungboga/wanggiseok/wanggiseok pansorisegye/01-wanggiseok-danga_baekbalga.csv,train
madang5/heungboga/wanggiseok/wanggiseok pansorisegye/02-wanggiseok-heungboga jung_maepum palreoganeun daemok.csv,train
"madang5/heungboga/yumiri/pan-0-023 chasedae myeongin yumiri pansorinundaemok/02-yumiri-heungboga jung jebinojeonggi daemok(dongpyeon,bakrokjuje).csv",train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/01-yuyeongae-danga-baekgusa.csv,train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/02-yuyeongae-heungboga_choip~nolboege jjotgyeo naneunde.csv,valid
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/03-yuyeongae-heungboga_heungbo eupnae naganeunde.csv,train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/04-yuyeongae-heungboga_maepum pal moyangeuro don bada oneunde.csv,train
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/05-yuyeongae-heungboga_heungbo, maepum palreo ganeunde.csv",train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/06-yuyeongae-heungboga_pum mot palgo deureowa nolbone geonneo ganeunde.csv,valid
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/07-yuyeongae-heungboga_nolbo, chajaon heungbo moreuncheok haneunde.csv",train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/08-yuyeongae-heungboga_geommogeuro heungbo ttaerineunde.csv,train
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/09-yuyeongae-heungboga_heungbo, hyeongsuhante mae matneunde.csv",train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-016 yuyeongae heungboga I/10-yuyeongae-heungboga_ jung naryeo oneunde.csv,train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/01-yuyeongae-heungboga_jungi jipteo jaba juneunde.csv,test
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/02-yuyeongae-heungboga_heungboga jebi dari gochyeo juneunde.csv,train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/03-yuyeongae-heungboga_boeunpyo bakssi mureoda juneunde(jebi nojeonggi).csv,train
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/04-yuyeongae-heungboga_ganantaryeong, bak taneunde.csv",train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/05-yuyeongae-heungboga_bageseo ssalgwa don naoneunde.csv,train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/06-yuyeongae-heungboga_bageseo bidan naoneunde.csv,train
madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/07-yuyeongae-heungboga_heungbo jip jitneunde.csv,train
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/08-yuyeongae-heungboga_nolbo, heungbo jip chajawa eumsik daejeop batneunde.csv",train
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/09-yuyeongae-heungboga_nolbo, hwachojang eodeo ganeunde.csv",train
"madang5/heungboga/yuyeongae/pan-heung-016-017 yuyeongae heungboga/pan-heung-017 yuyeongae heungboga II/10-yuyeongae-heungboga_nolbo, jebi hurireo naganeunde.csv",train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/01-ansukseon-jeokbyeokga_dowongyeorui.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/02-ansukseon-jeokbyeokga_samgochoryeo_dangdanghan yuhyeonju.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/03-ansukseon-jeokbyeokga_samgochoryeo_chodang buljireuneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/04-ansukseon-jeokbyeokga_samgochoryeo_seoaneul tangtang.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/05-ansukseon-jeokbyeokga_jangpangyo ssaum.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/06-ansukseon-jeokbyeokga_jaryong adu guhaneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/07-ansukseon-jeokbyeokga_gongmyeong onara ganeun de.csv,valid
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/08-ansukseon-jeokbyeokga_cheonyeo cheok jeonseon moa.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/09-ansukseon-jeokbyeokga_gunsaseoreum_godangsang.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/10-ansukseon-jeokbyeokga_gunsaseoreum_jasik saenggak.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/11-ansukseon-jeokbyeokga_gunsaseoreum_anae saenggak.csv,train
"madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 1/12-ansukseon-jeokbyeokga_wigukja bulgoga,ssaumtaryeong.csv",train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/01-ansukseon-jeokbyeokga_jojo gunsa bunbalhaneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/02-ansukseon-jeokbyeokga_dongnampung bineun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/03-ansukseon-jeokbyeokga_jojaryong hwal ssoneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/04-ansukseon-jeokbyeokga_gamnyeongeun chaejung hangjol.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/05-ansukseon-jeokbyeokga_han jangsu deureoonda.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/06-ansukseon-jeokbyeokga_hwanggae hwaseon.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/07-ansukseon-jeokbyeokga_jeokbyeokhwajeon.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 2/08-ansukseon-jeokbyeokga_saetaryeong.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/01-ansukseon-jeokbyeokga_orime jaryong naoneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/02-ansukseon-jeokbyeokga_jangbi naoneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/03-ansukseon-jeokbyeokga_jangseungtaryeong.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/04-ansukseon-jeokbyeokga_gunsajeomgo_heomujeogi.csv,train
"madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/05-ansukseon-jeokbyeokga_gunsajeomgo_golraejong,jeondongdari.csv",test
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/06-ansukseon-jeokbyeokga_gwanunjang naoneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/07-ansukseon-jeokbyeokga_jojo gwangongkke bineun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/08-ansukseon-jeokbyeokga_gwangong jojo kkujitneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/09-ansukseon-jeokbyeokga_gwanunjang jojo pureojuneun de.csv,train
madang5/jeokbyeokga/ansukseon/pan-jeok-011 ansukseon jeokbyeokga/pan-jeok-011 ansukseon jeokbyeokga 3/10-ansukseon-jeokbyeokga_deojildeojil.csv,test
madang5/jeokbyeokga/bakbongsul/sabon - beuritaenikeopansori/bakbongsul jeokbyeokga wanchang hanseungho bukgimmyeonghwan.csv,train
"madang5/jeokbyeokga/bakdongjin/pan-0-011 bakdongjin myeongchangui batangsoriro deutneun pansori giljabi/03-bakdongjin-jeokbyeokga jung gunsa seoreumtaryeong(anae saenggakhamyeo uneun gunsa)_aniri,jungmori.csv",test
madang5/jeokbyeokga/bakdongjin/pan-0-011 bakdongjin myeongchangui batangsoriro deutneun pansori giljabi/09-bakdongjin-jeokbyeokga jung gongmyeongi chokhaneseo jakjeonmyeongryeongeul naerineun daemok_eotmori.csv,train
madang5/jeokbyeokga/bakdongjin/pan-jeok-008 bakdongjin pansori daseotmadang-5 jeokbyeokga/01-bakdongjin-jeokbyeokga_gongmyeongbaegun.csv,train
madang5/jeokbyeokga/bakdongjin/pan-jeok-008 bakdongjin pansori daseotmadang-5 jeokbyeokga/02-bakdongjin-jeokbyeokga_jeokbyeokdaejeon.csv,valid
madang5/jeokbyeokga/bakdongjin/pan-jeok-008 bakdongjin pansori daseotmadang-5 jeokbyeokga/03-bakdongjin-jeokbyeokga_saetaryeong.csv,train
madang5/jeokbyeokga/bakdongjin/pan-jeok-008 bakdongjin pansori daseotmadang-5 jeokbyeokga/04-bakdongjin-jeokbyeokga_jojoga jojaryongege jjotgyeo domangganeunde.csv,train
"madang5/jeokbyeokga/baksonghui/pan-chun-029 myeonginmyeongchang(5) pansori 3myeongchang(choeseunghui,seonguhyang,baksonghui) teukbyeolgongyeon silhwang/03-baksonghui-pansori jeokbyeokga choip~samgochoryeo(bakbongsulje).csv",train
madang5/jeokbyeokga/bangjingwan/pan-0-014 bikteo yuseonggi wonban sirijeu 13 30nyeondae pansori geoljakjip/09-bangjingwan-jeokbyeokga jung samgochoryeo.csv,train
madang5/jeokbyeokga/bangjingwan/pan-0-014 bikteo yuseonggi wonban sirijeu 13 30nyeondae pansori geoljakjip/10-bangjingwan-jeokbyeokga jung gunsa seorumtaryeong(anae saenggak).csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/dowongyeorui jungmeori.csv,valid
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gongmyeong dongnampung giwon jajinmeori.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gongmyeong dongoro geonneogam jungmeori.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gongmyeong hasan jungmeori.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gongmyeongui yubi yeongjeop jungmeori.csv,valid
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gunsa hogi jungjungmeori.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gunsa jeomgo jungmeori.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gunsa seorum taryeong anae saenggak jungmeori.csv,valid
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gunsa seorum taryeong bumo saenggak changjo.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gunsa seorum taryeong bumo saenggak jinyang.csv,train
madang5/jeokbyeokga/chaesujeong/chaesujeongui jeokbyeokga/chaesujeongui jeokbyeokga(1)/gunsa seorum taryeong jasik saenggak jungjungmori.csv,train
